NIKE ROSHE RUN; Кроссовки Nike Roshe Run арт.016[Размер: 36-45]; http://moscross.ru/images/product/l/309c7648.jpg, http://moscross.ru/images/product/l/309f327b5.jpg, http://moscross.ru/images/product/l/309f8c361.jpg;5500;2910;Название: Nike Roshe Run Материал верха: текстиль Материал подошвы: пенка - нейлон Цвет: черный/белый (black/white) Страна производства: Вьетнам Сезон: мультисезон Вес: 900 гр. Арт.016 Как определить размер...
NIKE ROSHE RUN; Кроссовки Nike Roshe Run арт.046[Размер: 36-44]; http://moscross.ru/images/product/l/93297094.jpg, http://moscross.ru/images/product/l/932ccdcd9.jpg, http://moscross.ru/images/product/l/932c57638.jpg;6500;3310;Цвет: чёрный/белый (black/white) Материал: верх - текстиль, верх - резиночки, сетка. подошва - пенка. Как определить размер...
«
